Puzzle,Model,Time,Correct
....21...8......6..........421.........75..4..9.......6..8....5...3..9........1..,Constraint Programming Solver,12.5429ms,true
....21...8......9.4.........23.5.6.....6...8..1........7......2...8..4..9........,Constraint Programming Solver,12.5434ms,true
....21..4576..................5..36.2...8...........7..3.7.....4.......2......1..,Constraint Programming Solver,25.3478ms,true
....21..4576..................5..36.2...8...........9..3.6.....4.......2......1..,Constraint Programming Solver,12.7074ms,true
....21..4576..................5..63.2...8...........7..3.6.....1.......2......1..,Constraint Programming Solver,20.6541ms,true
....21..4758..................5..68.2...6...........3..3.8.....4.......2......1..,Constraint Programming Solver,13.4323ms,true
....21.4...3.....7............7..1..6......2...89.....12....5.....86.....4.......,Constraint Programming Solver,24.6661ms,true
....218..4.....1......9....3...7..9.5..6............2..1.5........4..5....2......,Constraint Programming Solver,14.4225ms,true
....218.92......1....6...54..6.4.3.....3.2.....5.8.1..57...4....6......79.381....,Constraint Programming Solver,16.5229ms,true
....23...8.....4........1..1..8..6.........7...4.......5..6..2..2.....35...4.....,Constraint Programming Solver,29.1548ms,true
....23..8......2...34.....6.85....9.....4......267..4...7..1.5.......96..9..35...,Constraint Programming Solver,12.1801ms,true
....23..9.739.......1.8...6..5.3......91682......7.1..9...4.8.......569.3..79....,Constraint Programming Solver,13.2355ms,true
....23.8..54...................7.2...1.4.....8......3....6..4.1..1...5..3........,Constraint Programming Solver,23.0916ms,true
....23.9...91..6....3..5..22.75...4.36.....59.1...23.66..7..9....2..87...8.24....,Constraint Programming Solver,12.2233ms,true
....2356..1......8.7.............34....6.8....9......67....1...56.7..89...1.82...,Constraint Programming Solver,12.8957ms,true
....236...1.....5..........3.2.7.......5...4.6...........1....8.5.4.....7.....3..,Constraint Programming Solver,39.2803ms,true
....24......3951....2....387.8..1.2...3.7.9...9.5..6.142....3....64.9......25....,Constraint Programming Solver,12.6156ms,true
....24.3.1.9..........3.....7.6..1.5.2.............8..8..1............24.....9...,Constraint Programming Solver,23.0613ms,true
....24.3.9.1..........3.....7.6..1.5.2.............8..8..1............24.....9...,Constraint Programming Solver,19.2606ms,true
....245....1....6..........42......3...1...9.5........37....4.....98.......6.....,Constraint Programming Solver,26.5564ms,true
....25..1476..................4..36.2...8...........7..3.6.....5.......2......1..,Constraint Programming Solver,13.6439ms,true
....256.........4.86..7.3....6..9.8.4.......1.5.6..7.2..7.3..56.2.........148....,Constraint Programming Solver,14.1869ms,true
....256..8.1.........4........8...4..2....5.........7.3.....4.....1....8.5..7....,Constraint Programming Solver,12.6117ms,true
....26...69...4.3..4..1..67.16.9...5.........9...5.21.73..6..9..6.9...48...17....,Constraint Programming Solver,21.398ms,true
....26.4894.....6.2..4.......3...4..78.....53..47..8.......2..5.2.....3987.65....,Constraint Programming Solver,16.9462ms,true
....26.5..9....1...........3......2..1.7........9.....2.6.....8...13.4..5........,Constraint Programming Solver,24.6675ms,true
....26.5..9....1...........4......2..3.7........9.....2.6.....8...14.3..5........,Constraint Programming Solver,13.1474ms,true
....265..8.1.........4........8...4..5....6.........7.3.....4.....1....8.6..7....,Constraint Programming Solver,12.6963ms,true
....267..4.1.........5........1...5..2....6.........8.3.....5.....4....1.6..8....,Constraint Programming Solver,13.1341ms,true
....267..4.1.........5........1...5..6....2.........8.3.....5.....4....1.2..8....,Constraint Programming Solver,13.2143ms,true
....27.....3.5.4..7.....8..6..1...93.4.....2.92...6..1..4.....9..7.3.2.....96....,Constraint Programming Solver,12.7974ms,true
....27.1.3.......9..9..6.4...2.64.7.9.5...2.4.4.21.3...6.8..7..5.......8.7..9....,Constraint Programming Solver,12.5425ms,true
....27.6..8....1...........3......2..1.8........5.....2.7.....8...43.5..6........,Constraint Programming Solver,13.1694ms,true
....27.6..8....1...........4......2..3.8........1.....2.7.....8...54.3..6........,Constraint Programming Solver,16.9616ms,true
....27.6..9....1...........3......2..1.5........1.....2.7.....3...48.5..6........,Constraint Programming Solver,12.6882ms,true
....27.8..5.3..4......9..76.6.5..813..3...9..915..8.6.53..8......4..3.9..8.65....,Constraint Programming Solver,15.8773ms,true
....27.8..54...................6.1...3.4.....7......2....3..4.1..6...5..2........,Constraint Programming Solver,12.2067ms,true
....276..4.1.........5........1...5..6....2.........8.3.....5.....4....1.2..8....,Constraint Programming Solver,12.4087ms,true
....276..4.1.........5........1...5..6....7.........8.3.....5.....4....1.7..8....,Constraint Programming Solver,13.5469ms,true
....28...31.......5...9.3.4....8.97..9.1.5.6..86.3....9.4.5...2.......39...27....,Constraint Programming Solver,14.0739ms,true
....28...7..56...124....8..69...2.......3....4..8...69..9....163...95..4...31....,Constraint Programming Solver,22.3862ms,true
....28.3..54...................7.1...3.4.....8......2....6..4.1..7...5..2........,Constraint Programming Solver,13.1178ms,true
....28.7..5....1...........4......2..3.6........1.....2.8.....4...51.6..3........,Constraint Programming Solver,31.7736ms,true
....29.8..67.......9...3.6..4.2.813...3...4...153.469..7.1...5.......81..8.96....,Constraint Programming Solver,19.1592ms,true
....291....75...8.5..1.84..9..6..5.3......8..4.8..2..6..18.3..4.7...46....596....,Constraint Programming Solver,16.2314ms,true
....291.54..........8...3..7....6.....5...92......4.1.86.9...7.3...6....5..4.3..2,Constraint Programming Solver,13.5012ms,true
....2946...4.85..9...6..7...15....2.2.......4......85...7..1...8..49.6...2137....,Constraint Programming Solver,22.8107ms,true
....295..51....3.....57.4..9.......4.8.435.6.4.......3..1.68.....8....37..431....,Constraint Programming Solver,17.37ms,true
....2961.....5..48.9...75...6....4...3.4.2.6...4....7...62...8.41..9.....7956....,Constraint Programming Solver,19.3389ms,true
....3.........4.6743.5....1.7.2...46.1.....9.65...1.3.7....9.8539.7.........8....,Constraint Programming Solver,20.1476ms,true
....3.......26...46....8..3.8.......2..7.3...9.1.4...8......5..1...2.49.8.4.1...7,Constraint Programming Solver,24.3484ms,true
....3.....2.6......5..19..71.63...8...7...1...8.1.56.36..54..9......7.1.....8....,Constraint Programming Solver,19.6518ms,true
....3.....57.9.1.4.........3..4..71.9...76......8....6.4....9.2.8.7.3.4...1..5...,Constraint Programming Solver,17.6053ms,true
....3....5.7....4..834.72..8...1..7..4.8.2.6..5..7...2..53.691..3....5.4....5....,Constraint Programming Solver,12.0596ms,true
....3....678.52...2..4.6....6....87.7.23.49.1.45....2....5.1..9...29.468....4....,Constraint Programming Solver,18.12ms,true
....3....93..6.8..56......4..2.16...85.47....6...29..37.....21.................59,Constraint Programming Solver,28.5387ms,true
....3....93..6.8..56......43.2.16...85.473...6...29..37.....21.................59,Constraint Programming Solver,26.0606ms,true
....3...1.7..9....8..........51.4.2..3....6.....8.....1..5...........36.......7..,Constraint Programming Solver,39.846ms,true
....3...6.3...6.2..7.5...3.92..1....7..6.3..2....5..73.8...2.5..4.7...9.3...6....,Constraint Programming Solver,24.6742ms,true
....3...69.24.6..........27......3453..1.4..2294......15..........5.37.84...7....,Constraint Programming Solver,14.0624ms,true
....3...78..4......5....1......512..3......4......9......6...84..1.......9.......,Constraint Programming Solver,28.9431ms,true
....3...88754.....4..62.1.5.54.....6...2.5...3.....95.1.9.72..4.....1769....6....,Constraint Programming Solver,13.283ms,true
....3...978....1......9......3..5........471..5..6..4..4..8...2...6...5..2.....74,Constraint Programming Solver,13.8804ms,true
....3..1..24.......5.......6..17....1.......5......2..8......7....4.2......6..3..,Constraint Programming Solver,13.0124ms,true
....3..1..24.......5.......6..17....1.......5......2..8......7....4.2......6..9..,Constraint Programming Solver,13.0651ms,true
....3..1..5.6......4........675..4..2...1.............1....2...3.......8...4..6..,Constraint Programming Solver,23.1622ms,true
....3..1..84.......2.......5..16....1.......8......2..6......5....4.2......3..7..,Constraint Programming Solver,14.7611ms,true
....3..1..84.......2.......5..16....1.......8......2..7......6....4.2......5..3..,Constraint Programming Solver,13.2466ms,true
....3..1..84.......2.......6..17....1.......8......2..7......6....4.2......5..3..,Constraint Programming Solver,19.2865ms,true
....3..1..94.......2.......5..16....1.......9......2..7......6....4.2......5..8..,Constraint Programming Solver,12.28ms,true
....3..1.8......4.2..5.........186..7.....8......4.......7..2....92......1.......,Constraint Programming Solver,15.9781ms,true
....3..1958.6............4.62.7......5....2......9.......2..8....1......9........,Constraint Programming Solver,23.2789ms,true
....3..2...8...6...1..........1.8...2......7....6.....7...2...33..4..5........1..,Constraint Programming Solver,27.0514ms,true
....3..2...8...6...1..........1.8...2......7....6.....7..4....33...2.5........1..,Constraint Programming Solver,24.4656ms,true
....3..2..8....7...1.......3...5.4..2.9.........7..1...6.1.....5......3....4.....,Constraint Programming Solver,12.1668ms,true
....3..2.4....5..695.7..8..86.5.....3..196..2.......61..6..7.395..3....4.3..2....,Constraint Programming Solver,12.3215ms,true
....3..286..5.....4........5..4..6...8.....3..3.1.........82.........1......7....,Constraint Programming Solver,12.4398ms,true
....3..4...2....7..1.5.....7......8....6..4.....1......6...21..4...7.3...........,Constraint Programming Solver,18.8727ms,true
....3..41..25.....7...........6.27...4.......8...........3...9.5.....2...1..4....,Constraint Programming Solver,12.2572ms,true
....3..41..27.....8...........6.28...4.......9...........3...7.5.....2...1..4....,Constraint Programming Solver,12.3567ms,true
....3..46....685...9.1..3.....8......31...75......4.....5..3.2...895....71..2....,Constraint Programming Solver,12.5768ms,true
....3..495.14..8....72....6.....5......71....3.8..94.....5....2..2......9...7..65,Constraint Programming Solver,20.9894ms,true
....3..5...1...8...2..6....56.....4....1.2......8.....45.7...........1..3........,Constraint Programming Solver,12.8065ms,true
....3..5...1...9...2..7....67.....4....1.2......9.....45.8...........1..3........,Constraint Programming Solver,16.1613ms,true
....3..5..16.............785...7.......2..1..8.....2.....1.2......6..4.........3.,Constraint Programming Solver,18.8602ms,true
....3..5..17............2.....4.1...6......9....7.....53..6......4...1........7.8,Constraint Programming Solver,13.8426ms,true
....3..5..47............2.....1.4...6......9....7.....53..6......4...1........7.8,Constraint Programming Solver,12.5221ms,true
....3..5..65..47.1....6....19...5.4..3..7...5.....2...2....9..6.1........4....28.,Constraint Programming Solver,21.6233ms,true
....3..5.7.....2..1..........2....6.4..7........8...3..8....7...3..6.......2..4..,Constraint Programming Solver,14.9411ms,true
....3..57...56241........692..3.....16..4..72.....6..564........81674...53..1....,Constraint Programming Solver,12.1699ms,true
....3..59.2.4............1..4....78....9..........5......62.4..5.....3..1........,Constraint Programming Solver,12.2701ms,true
....3..6...1...9...2..7....67.....5....1.2......9.....45.8...........1..3........,Constraint Programming Solver,16.8614ms,true
....3..6..94.......2.......3..67....1.......9......2..8......7....4.2......5..1..,Constraint Programming Solver,17.9574ms,true
....3..62.41...............7..4.53..2...........1........3...8..5....4..6...2....,Constraint Programming Solver,14.9154ms,true
....3..64257..................1.52..6.......8...7......1....7..4...6...........3.,Constraint Programming Solver,13.1248ms,true
....3..64275..................1.52..3.......8...7......1....5..4...6...........3.,Constraint Programming Solver,19.7307ms,true
....3..64275..................1.52..6.......8...7......1....5..4...6...........3.,Constraint Programming Solver,13.5183ms,true
....3..7....6..4....1.......5....1.63...7..........2..93.....8....1...5....2.....,Constraint Programming Solver,12.3745ms,true
....3..7....6..4....1.......5....1.63...8..........2..93.....8....1...5....2.....,Constraint Programming Solver,12.4857ms,true
....3..7....6..4....1.......5....1.64...8..........2..78.....3....1...5....2.....,Constraint Programming Solver,12.617ms,true
....3..7....6..4....1.......5....1.64...8..........2..93.....8....1...5....2.....,Constraint Programming Solver,12.2772ms,true
....3..7..8....6...1..........1.8...7......2....6.....2..47...33.....5........1..,Constraint Programming Solver,25.5341ms,true
....3..7.8......1.2..4.........185..6.....8......7.......6..2....92......1.......,Constraint Programming Solver,35.8234ms,true
....3..72.54..6............1......3..8.4........8.....7...1....3.....6.....5..4..,Constraint Programming Solver,12.1959ms,true
....3..8...7.......2.........57.1...6......2.......9..83..6.......4..7.5......1..,Constraint Programming Solver,12.098ms,true
....3..8127.6............4.6..7..4..52...........8.......5..2....1.......8.......,Constraint Programming Solver,12.1082ms,true
....3..9....6...4..81...........51.73...4..........8..9..2...6.......5.......8...,Constraint Programming Solver,11.9613ms,true
....3..9..2..9.3487......21..8..3..5..3...1..5..9..8..48......2912.4..8..7..8....,Constraint Programming Solver,12.678ms,true
....3..9.3.1....68...2....4.953..1....31256.......985.4....2...18....9.7.5..1....,Constraint Programming Solver,12.0328ms,true
....3..9128.7............4.6..8..4..52...........9.......5..2....1.......9.......,Constraint Programming Solver,12.2583ms,true
....3..9656....28............75..3..9....7...8...9.7....537..2.61...9.3.3..2.....,Constraint Programming Solver,21.3581ms,true
....3.1.4.29............8..7..6..3..4...1...........2....2.9.5.1...........5.....,Constraint Programming Solver,12.3018ms,true
....3.17.8.56...............17...3.....8....7.2.......4......85....21............,Constraint Programming Solver,12.158ms,true
....3.2.......5.6.648.1.....543..7..8....2..3..2..851.....9.471.1.5.......3.7....,Constraint Programming Solver,22.0298ms,true
....3.2...46.........7......5.1.6.4.3...2.............2.....3.8..14..........5...,Constraint Programming Solver,12.1901ms,true
....3.2...46.........7......5.1.6.4.8...2.............2.....8.3..14..........5...,Constraint Programming Solver,12.3707ms,true
....3.2.4.8.6..9.3....5..76.....386..9.....4..168.....8...6....7.4..5.9.1.9.2....,Constraint Programming Solver,12.7436ms,true
....3.2.6...86.7..8...95..139......5.....6...4......735..98...2..3.27...6.1.4....,Constraint Programming Solver,12.2914ms,true
....3.2.7.4.....5..1.......2...7.......6...1.3........8.......3...1.4......5..9..,Constraint Programming Solver,19.4455ms,true
....3.4.....69.....714...2.2.7....1..15...27..8....6.5.2...418.....26.....8.7....,Constraint Programming Solver,22.9962ms,true
....3.4....1.......5.......73..6...........51...8...2.4..2.9...3.....7.....1.....,Constraint Programming Solver,12.1004ms,true
....3.4...5.1........4.8.29..35....172.6.1.955....42..36.2.7........3.5...5.1....,Constraint Programming Solver,16.4058ms,true
....3.4.75.128.....8...7.....5......6.79185.3......8.....3...4.....521.69.6......,Constraint Programming Solver,12.8844ms,true
....3.5...4.6...........2...1.....8.....7..4.3...5......21...6.5.....3.....4.....,Constraint Programming Solver,23.256ms,true
....3.5...4.7...........2...6.....7.....1..4.2...5......81...6.5.....3.....4.....,Constraint Programming Solver,21.3825ms,true
....3.5...4.7...........2...6.....7.....9..4.2...5......81...6.5.....3.....4.....,Constraint Programming Solver,23.366ms,true
....3.5...7...............1.8.....7.2...5.......6..1..3.52..4.....7.8..........2.,Constraint Programming Solver,14.8637ms,true
....3.5..2.....4..1..6......5..4...........61.....2.....78...3..4....7.....1.....,Constraint Programming Solver,15.3037ms,true
....3.5..2.....4..1..6......5..4...........61.....2.....98...3..4....7.....1.....,Constraint Programming Solver,18.896ms,true
....3.5..45.7....3.9..1.426...3..65.....6.....29..8...178.2..6.9....6.17..2......,Constraint Programming Solver,11.9796ms,true
....3.5.1.6..45.23...2....7.....71..4..9.2..6..25.....5....3...14.65..3.6.9.2....,Constraint Programming Solver,12.9373ms,true
....3.5.6...5..9..2...1......2..68.43.97.....5.8......8....47..4..69...1........3,Constraint Programming Solver,12.1248ms,true
....3.5.95......3.2...8...76.....3..3...71.....9...47..7.9...51.1....84......2...,Constraint Programming Solver,12.252ms,true
....3.581...9........4.579.8....4..5..5.9.8..1..2....6.128.6........3...374.1....,Constraint Programming Solver,12.3416ms,true
....3.6....8....4..1........9.8.1..52.....3.....4........9...8.6...4....3........,Constraint Programming Solver,17.7375ms,true
....3.6...1.7...........2...8.....1.....6..4.3...5......41...7.6.....5.....8.....,Constraint Programming Solver,14.7742ms,true
....3.6...7...1....2.....8..4.2....55.....3......8.......4...2.3.......96........,Constraint Programming Solver,26.9817ms,true
....3.6...7...1....2.....8..4.2....55.....3......8.......7...2.3.......96........,Constraint Programming Solver,22.4385ms,true
....3.6...7.5...........2.....1...783........2.........85....1....4.23......6....,Constraint Programming Solver,12.2362ms,true
....3.6..1........2...........6..51...7.4.....3..........2.1..8.64...7.....5.....,Constraint Programming Solver,12.2037ms,true
....3.6..2.31......5.2963..7.5......3.2...1.44.....7.3..9721.8......39.7..1.6....,Constraint Programming Solver,11.8457ms,true
....3.6..7......4.......8...26.........4...1..3.......4..7.1.......5...3..8...2..,Constraint Programming Solver,12.0264ms,true
....3.6..7......4.......8...36.........4...1..2.......4..7.1.......5...3..8...2..,Constraint Programming Solver,12.9162ms,true
....3.6.24...8....7........5..1...7.......2......6.....9.4......2....3.....7.5...,Constraint Programming Solver,12.7038ms,true
....3.6.9.81..........7.....7.5...1.3...4.............6..4..2.....1..7.....8.....,Constraint Programming Solver,18.6282ms,true
....3.6.9.81..........7.....7.5...1.3...4.............9..4..2.....1..7.....8.....,Constraint Programming Solver,17.6011ms,true
....3.6.98...7....1.........9..6.7.....2............8....8.5.2..4.1...........3..,Constraint Programming Solver,11.9532ms,true
....3.7...1.6...........2.....1...832........5.........36....1....4.25......7....,Constraint Programming Solver,17.3144ms,true
....3.7...1.6...........2.....1...892........5.........96....1....4.25......7....,Constraint Programming Solver,19.2232ms,true
....3.7...4.6...........2...5.....6.....1..4.7...2......81...5.2.....3.....4.....,Constraint Programming Solver,19.326ms,true
....3.7...8.6...........2.....1...832........5.........36....1....4.25......7....,Constraint Programming Solver,24.6119ms,true
....3.7..86.......4....9..12.8...5..7...1..92..3...1.75..6....4.......53..6.7....,Constraint Programming Solver,20.3345ms,true
....3.7..9..1.......5..64.23..5..14..1.....6..52..1..84.13..6..2....8..3..3.2....,Constraint Programming Solver,12.0959ms,true
....3.7.2.41..................1.5.3..6.4.....7........2...7....5......4....6..8..,Constraint Programming Solver,11.9781ms,true
....3.7.2.41..................4.5.3..6.1.....7........2...7....5......4....6..8..,Constraint Programming Solver,11.9511ms,true
....3.7.2.91..................9.4.6.2...........1.....7..62.....4.....9.8.....5..,Constraint Programming Solver,20.4883ms,true
....3.7.54...9....8........6..1...8.......2......7.....2.4......5....3.....8.6...,Constraint Programming Solver,13.2362ms,true
....3.7.6.1..42............6.31.....7......8.......2.....6....3.2.....4.5........,Constraint Programming Solver,19.076ms,true
....3.7.8.4.....5..1.......2...7.......6...1.3........8.......3...1.4......5..2..,Constraint Programming Solver,12.2263ms,true
....3.7.8.4.....5..1.......2...7.......6...1.3........8.......3...1.4......5..9..,Constraint Programming Solver,15.7953ms,true
....3.7.8.4.....5..1.......2...9.......6...1.3........7.......3...1.4......5..2..,Constraint Programming Solver,12.0686ms,true
....3.7.8.4.....5..1.......2...9.......6...1.3........7.......3...1.4......5..9..,Constraint Programming Solver,17.4871ms,true
....3.7.8.4.....5..1.......2...9.......6...1.3........8.......3...1.4......5..2..,Constraint Programming Solver,12.5293ms,true
....3.8...1.5...........2..8...5.....6.....4.........1..94.1...2.....73......6...,Constraint Programming Solver,12.787ms,true
....3.8...5.6...........2.....5...4.2.....3....1.......4.1...6......7.5.8...2....,Constraint Programming Solver,18.0599ms,true
....3.8.175...................4.2.6.6..5..2..1..........8.1.....2.....5....7.....,Constraint Programming Solver,13.7342ms,true
....3.8.2.41..................4.5.6..6.7.....8........2...8....5......4....1..7..,Constraint Programming Solver,12.3096ms,true
....3.8.2.61..................1.4.5..5.7.....8........2...8....4......1....6..7..,Constraint Programming Solver,12.154ms,true
....3.8.4...1....6.936.8...534...2.............8...915...4.762.4....9...9.6.2....,Constraint Programming Solver,12.6933ms,true
....3.8.4...625......4..5...96..13.........6.1.8......3..7629....93.....7.....4.8,Constraint Programming Solver,12.4138ms,true
....3.85.7.4.6.............2..1....4.8..5..........6...3.....9....4.2......7.....,Constraint Programming Solver,15.4122ms,true
....3.86..41..7............2......3..5.1........5.....3.....7..6...2.......4....1,Constraint Programming Solver,12.0996ms,true
....3.9..8.1.7....7....1.236431...................536842.7....9....2.5.1..8.4....,Constraint Programming Solver,13.155ms,true
....3.9.2.41..................4.5.1..7.6.....9........2...9....6......4....8..3..,Constraint Programming Solver,17.9454ms,true
....3.9.2.41..................7.4.1..6.5.....9........2...9....5......4....8..3..,Constraint Programming Solver,19.759ms,true
....3.9.5.6..1.7.....2.9..3.14...8....68.73....51..69.1..6.5.....7.4..1.5.2.9....,Constraint Programming Solver,12.0085ms,true
....31....1....7......6..2....7..4.1..62.....3............8..6..7.9.....5........,Constraint Programming Solver,12.0951ms,true
....31....2....9...........3.1....5....27.4..8........69.4........7....2.......3.,Constraint Programming Solver,22.7319ms,true
....31....5.....2..........6.....1.7.4.2........5..8.....42..6.1.3......8........,Constraint Programming Solver,16.5414ms,true
....31...2......5.........75..2......3......6......1...61...4.....5..32....8.....,Constraint Programming Solver,20.6166ms,true
....31...2......6.4.........7....8.36..2...............38.7.1..5..6...2..........,Constraint Programming Solver,18.8522ms,true
....31...2......8.5......7....8...2..34............6...6....1.4..75...........3..,Constraint Programming Solver,28.5291ms,true
....31...4.....2..8.........3.....172..4...6.............24.5...17.....3.........,Constraint Programming Solver,13.7949ms,true
....31...5.......6............6....4.7.2......1.....8.2..54..........31.6.....7..,Constraint Programming Solver,21.4272ms,true
....31...5......4.2...........4...2..8..1.....3....6..4.95...........3.8........7,Constraint Programming Solver,24.3604ms,true
....31...6.......5............2....4.7.5......1.....8.2..64..........31.5.....7..,Constraint Programming Solver,19.7482ms,true
....31...67......5...2....994....6.3.........2..1.7....9..42....5.8...6....3...74,Constraint Programming Solver,12.5003ms,true
....31429.12..........2.8.15..71.3.29.124....2......1....1.2.6.42....1..1..6..2..,Constraint Programming Solver,12.2538ms,true
....31628.12..........2.4.17..91.3.28.126....2......1....1.2.5.62....1..1..5..2..,Constraint Programming Solver,12.5689ms,true
....32....4..6..9891......352...3..4...875...8..1...356......4739..5..8....21....,Constraint Programming Solver,13.1133ms,true
....32...57....3.....4.5..9....1.58..1.....3..42.7....9..1.4.....8....67...86....,Constraint Programming Solver,12.0125ms,true
....32..1..64...2..2....95.6.....5.8.5.....6.3.98....7.41....9..6...38..9..56....,Constraint Programming Solver,12.8106ms,true
....32..5.1....4...........2.3....1....4..7..5.........7.1........7...8.6.......2,Constraint Programming Solver,12.0818ms,true
....32.4..6....1...........2.3.....8...1..7..4...5....5......2..1.6........9.....,Constraint Programming Solver,18.9195ms,true
....324..5.1..................17..5..2..6.......5......4....2........3.68..7.....,Constraint Programming Solver,20.793ms,true
....324..6.1..................67..1..2..5.......1......4....2........3.58..7.....,Constraint Programming Solver,29.2612ms,true
....328...3.9....2..5..4..3..4.1..5..8.....1..9..6.3..9..3..5..7....9.6...172....,Constraint Programming Solver,31.222ms,true
....34.2143...2...7......3......954.8.4...3.7.254......6..........2...1924.57....,Constraint Programming Solver,13.5114ms,true
....34.5...75...6.......1...26...........8..4..495..3......5...5....978.7.3.2.6..,Constraint Programming Solver,12.9773ms,true
....34.6..15...2...........4......73...18....3.........2.5..1..8...........6.....,Constraint Programming Solver,26.8025ms,true
....35...8.....1.5....4....5....29...3...74.2.4.....7.7...8...1..1....23.62......,Constraint Programming Solver,12.6117ms,true
....35.6.24..................5....3.....6.8...1.4.......72..4.9......1..3........,Constraint Programming Solver,14.2795ms,true
....35.7..389.....5.18..3.9...6....1..4.1.7..3....4...4.9..38.7.....694..5.49....,Constraint Programming Solver,13.6743ms,true
....358...21................6.2...413....7..........6.5.....3..4...8.......1.....,Constraint Programming Solver,24.1949ms,true
....359...21................6.2...713....8..........6.5.....3..4...9.......1.....,Constraint Programming Solver,24.281ms,true
....36..59....17...83....61.7.5.....2.............7.1.61....43...71....98..29....,Constraint Programming Solver,16.3352ms,true
....36..8..15.8...5.....7..9.....58.4.7.1.3.9..5.....7..9.....4...3.92..8..12....,Constraint Programming Solver,27.0116ms,true
....3617..381..4.............5...74884......61.....5......78.6...395.............,Constraint Programming Solver,19.3613ms,true
....3618..6.1...5.....7...654...3.28........572.5...694...6.....9...2.7..7345....,Constraint Programming Solver,18.6077ms,true
....37..175....4....34...9.1..2.86....5...2....73.6..5.8...93....6....245..87....,Constraint Programming Solver,14.0715ms,true
....37..2.981....6......9...1...8.63.2...3.7.58.7...9...2......8....672.6..21....,Constraint Programming Solver,13.0512ms,true
....37.4..52...................6.2...1.5.....7......3....6..5.1..8...4..3........,Constraint Programming Solver,16.7067ms,true
....37.5...24.59..7.....3....3.4....1..9..86.......1..3.1.....8.....354.....7....,Constraint Programming Solver,12.1205ms,true
....37.8..24...................6.2...1.4.....7......3....5..4.1..8...5..3........,Constraint Programming Solver,17.9713ms,true
....37.8..52...................6.2...1.5.....7......3....6..5.1..8...4..3........,Constraint Programming Solver,12.379ms,true
....37.8..54...................6.2...1.5.....7......3....2..5.1..2...4..3........,Constraint Programming Solver,15.8073ms,true
....37.9....26...85.6...2..4.....85...1...36..93.....4..4...1.57...42....8.17....,Constraint Programming Solver,18.2972ms,true
....37.9..54...................6.2...1.4.....7......3....2..5.1..8...4..3........,Constraint Programming Solver,16.2034ms,true
....3726...24....9...6..45..3....6.4.4.....3.8.6....9..29..4...5....37...6825....,Constraint Programming Solver,17.1257ms,true
....374..7...4.629...9......6.....814.......789.2...4......1...185.9...3..378....,Constraint Programming Solver,20.8617ms,true
....379...6.9..57..8....6...3.7..2.5..6...7..7.8..2.3...4....2..19..3.6...326....,Constraint Programming Solver,15.5363ms,true
....38...41.7...6....4...58......18..31...94..26......38...4....9...1.75...58....,Constraint Programming Solver,17.748ms,true
....38..728......9.3.4...8...9....2....7.6...36....8...1...7.6.7......935..91....,Constraint Programming Solver,13.3395ms,true
....38.2..54...................7.2...1.4.....8......3....6..4.1..6...5..3........,Constraint Programming Solver,12.7523ms,true
....38.5..24...................7.2...1.4.....8......3....6..4.1..7...5..3........,Constraint Programming Solver,13.8341ms,true
....38.6..24...................7.2...1.4.....8......3....6..4.1..6...5..3........,Constraint Programming Solver,23.7706ms,true
....38.6..24...................7.2...1.4.....8......3....6..4.1..9...5..3........,Constraint Programming Solver,24.0011ms,true
....38.6..54...................7.2...1.4.....8......3....6..4.1..2...5..3........,Constraint Programming Solver,15.6461ms,true
....38.6..54...................7.2...1.4.....8......3....6..4.1..9...5..3........,Constraint Programming Solver,14.4954ms,true
....38.6..54...................7.2...1.5.....8......3....6..5.1..9...4..3........,Constraint Programming Solver,21.4217ms,true
....384...5.....3...2.......6.8.7..5.13.4......8..2.1........9...1.74.6...9.....2,Constraint Programming Solver,13.2285ms,true
....39...1.25.8.....31....2.....16.9.14...25.2.67.....4....59.....4.71.8...98....,Constraint Programming Solver,12.3717ms,true
....39.6.3...8...9..5....8..591.3..4.........6..4.217..1....7..8...2...6.2.74....,Constraint Programming Solver,12.36ms,true
....39.7......28.12.....59..3...5..8..5...3..6..3...2..92....577.31......6.29....,Constraint Programming Solver,15.7667ms,true
....39.7...71.6.......5..9..4...39.586.....172.35...6..2..6.......2.41...8.31....,Constraint Programming Solver,14.3911ms,true
....395.6.......7.3.9.....8.3.6.7....98.1.65....5.4.8.1.....4.5.2.......8.726....,Constraint Programming Solver,12.8297ms,true
....396...7..5..9.8....4.2.....97.........182413....5...........65...43....52....,Constraint Programming Solver,12.878ms,true
....398.....7....9..6..82.5..1......85..4..276.....5..1.29..4..4....2.....537....,Constraint Programming Solver,51.4157ms,true
....398..2.1...............5..1...2..3..8....7.........6....34..9.5........2.....,Constraint Programming Solver,17.0535ms,true
....4..........39..29.56...7....2.....4.8...75.......3..2..4......1.5...4..37.5.9,Constraint Programming Solver,13.1364ms,true
....4.........9...23....56.12.8.......8...4.....6.7.2..6..5.9.2.9....7..5..4.....,Constraint Programming Solver,13.6599ms,true
....4........625...8.5..4295..9..6...4.....3..97..4..2213..6.9...529........1....,Constraint Programming Solver,19.7384ms,true
....4.......5..2..68.....15....2.6...164.837...4.3....75.....98..2..1.......8....,Constraint Programming Solver,12.6528ms,true
....4......5..8...2...6...4..81...7.31.....8....6...23...........4...8395.1..97..,Constraint Programming Solver,12.1255ms,true
