Puzzle,Model,Time,Correct
.......1...4...3..36.5....7.35.284.....31.......74.....2...7........15..9.7...8.2,Rule Based Solver,464.1076ms,true
.21..9.....7.1..6....8..31.......53..1..9584..7...8.......3......94..1...6..2....,Rule Based Solver,669.5713ms,true
....5..345..7..8.9.....9.....9..3.....3.....56..8......1...8...7...6.4..9.4.2.6.3,Rule Based Solver,15.5623206s,true
3....8.6...2..54.9.76...21..4...9.....7...9...1.82......93.2....6...........71...,Rule Based Solver,560.2214ms,true
.98.....7.7..8..2....3..5..2.........3..7.....65...9..........46.7..3..89...4625.,Rule Based Solver,226.0457ms,true
............863.2..912...8...........27.......14...8.7....9...3.....5.1...9324.65,Rule Based Solver,229.497ms,true
..1.....37....2..5.3..942.8....4....2..6..9...183.........17....7......639....5..,Rule Based Solver,15.1294291s,true
.79....1..3...56.7.....9.............8.5....251...6.4..2.8.........714.....29..35,Rule Based Solver,253.554ms,true
.864.....2...8.....4..7..9....5..6.......19..3.......5..3.4.71..6.....39..8..9.6.,Rule Based Solver,41.0135471s,true
.....6.....3....72521.9.........7..8.98......7.....426..46.37...6.8..5...1.......,Rule Based Solver,223.0953ms,true
3......6..6..3..7.7....5....3.5.......91....4..8....21...6.........9.41..5.81.63.,Rule Based Solver,924.903ms,true
.5.923...7........92....1.5..........354...1.6.4..53.9.....8.........27.3.8.1....,Rule Based Solver,246.1856ms,true
..........6...1..31.3782............5.29..6..98.57............6.91..6.38..4.....9,Rule Based Solver,604.8029ms,true
2..1..63...4.......5..36.....784.....8.9....71......4......5.....8..97.3..5.8.1..,Rule Based Solver,225.4163ms,true
1.6.......3..4..1..87.2..5.....31.29.7....8.......43.1.........918......2...5...8,Rule Based Solver,224.6794ms,true
9.1.....8..4......3...64.......3.5.7.2.5....1....9.32...28..73......59..13.......,Rule Based Solver,12.7196304s,true
..........1...5..3957..8.2...1.....8.6.4.9.71....57............7...96....35.4...6,Rule Based Solver,491.0896ms,true
.....1....68.3...2...72.3...91............4...8.4.965.5.6.....3....7.8...4....76.,Rule Based Solver,470.8482ms,true
.......2...3..7........147...8......746.....3.5.4..2.9............1.4.5.1..2358.4,Rule Based Solver,1.6413943s,true
31....8..9.4.......7.9...3....69..7.16..7..2.......1.9...5...1.4.72..3.......3...,Rule Based Solver,295.7666ms,true
49...2.....3...1.....716......2..6....86...1.......39.9....32.....49.....5.1..47.,Rule Based Solver,225.5794ms,true
........469.....57..8...2...........2......8..4.3917...5.........3.2..457.2.653..,Rule Based Solver,251.4018ms,true
2..7....6..7..58......16..3...4.8...1..62....9...37....5.......3......2..9.3..1.8,Rule Based Solver,229.3047ms,true
..6.......289....5.....5..7........6..9.14...4....397...5.....3...8.9.5..1..7..29,Rule Based Solver,13.0060292s,true
...3....7..1....4842.........9.....6..86..2.3.1.9.2.......96....9.17..5....2...8.,Rule Based Solver,3.485447s,true
..9....5.1..4....626....3.8.2....5..7....6...9..823.....6.1.2.......7.9......4.3.,Rule Based Solver,6.5117171s,true
.......7.6.21.....341...2..5....97...1.2.8..4.8.............1.....36.4.8.5...1.6.,Rule Based Solver,321.1515ms,true
....594..2...1..7...638...9..2.3.........8...6.5....2.3..49....5...2.38.........4,Rule Based Solver,223.439ms,true
....73.2..39.............41...34...6.5.1..9..........25...974....4....7.8.2..6..5,Rule Based Solver,578.2263ms,true
............53.2.8..5..24....92...15..3.....4.863......3.748....78......6......4.,Rule Based Solver,293.7209ms,true
....9.....8.....5....2.59.62...........4.71.9.34.5.7........36...3.4....5.9....12,Rule Based Solver,254.8812ms,true
....2......31.4..7.4...76....48....96.......8....6.71....3...4.9...16....5..7.9..,Rule Based Solver,455.1274ms,true
.87...129..2.4.....3..............91..3.......2.75...4..4.17.3..5..........4.97.2,Rule Based Solver,225.1005ms,true
...4.7..17..95..8.2.....5.......18..5....4.9..2..6...5.........98...6.3.1..74....,Rule Based Solver,2.1328834s,true
8.....9..5.3........69..3...1...2..3....9.82..5...719...2.........751......3...86,Rule Based Solver,336.288ms,true
..7......1........8365...74.1.....57.2....1.3.5...9...5...6.......1.4.......5.268,Rule Based Solver,223.1493ms,true
589..4....4....8...7......63..56...9...9.32......2......7...18.6.5...........96.2,Rule Based Solver,392.2132ms,true
1..3..8....5...2419.............9..2..6..2.844...6.3.....9.7..........6..74..6..5,Rule Based Solver,3.2705935s,true
...5....738...79.62...9..............629....1...34.2..5.1...7...78..........8.31.,Rule Based Solver,4.986997s,true
..2..7.6.1..9......86..3.5....5.........3.7.6.3.6.9..4.65........8....93....1.4..,Rule Based Solver,1.5403184s,true
.3........68.19.3....47..5...........9.....26.....61....7..2...9..5...1..82.34..7,Rule Based Solver,267.2221ms,true
9..7.......1..8....85.......94.2.......1...5....94573..3.6..97.....31..6......8..,Rule Based Solver,314.7356ms,true
....74.81....3..46...8......5..19.....83..6..9..5.7.....2....9..6.......149...2..,Rule Based Solver,226.6606ms,true
.....9..4.....67...57...93.....2.....98.......4......5..4.9..1.7.21..5..1....4.78,Rule Based Solver,2.0005036s,true
..5.14....1..7......8..96..1...53..9.2.....7.9.6..1....69.2....8......9......7..8,Rule Based Solver,268.8213ms,true
.7.....2......1.5.6.2.4.9..4.6......8..4.21..3...5.2....3...68....73..........74.,Rule Based Solver,1.5055369s,true
.....5....46...7.51...36....5.2...4...13......3.4.8......9.4..2.8...........279.6,Rule Based Solver,223.7102ms,true
....8.3..6.2......5.1...8.......41.....896..44.......6..7.5.2....6....9.8.4.71...,Rule Based Solver,251.746ms,true
..1.8..........7.4...352.6.1.....5...6..3..97.5.6....1.74.........2.........46.53,Rule Based Solver,338.525ms,true
.9......25..4.2..6......518..69.........17..9....45.2.9...8...5..3.......1.3.9...,Rule Based Solver,263.5537ms,true
......917.54....3....8.....8.......3..2.3.69....41...2....7..2.1........467..9..8,Rule Based Solver,224.2416ms,true
.....4....3986........91.....6.8......4..25..25.....968..91.3...2....7.....3....8,Rule Based Solver,290.9579ms,true
9......8.....36...1.....2......487....16.2.483...7.....69.........2..67.78......4,Rule Based Solver,226.0155ms,true
.....3.9...8.....63...2..7.........2.1.8725.....5..64..5...7....2...98.3.4..8....,Rule Based Solver,307.6735ms,true
.........8....9..671..2.3.......1..5.5..3...8.6.74.2...36.5..1......3....7..1..3.,Rule Based Solver,256.269ms,true
.........6.4..17.93...6.2......9...6..6.7...22......1..9...7..1...8......8.529.3.,Rule Based Solver,5.4832433s,true
...6.....93...5..1....18.6.1...6...2.....2.57.9........57.8.....1.2....34....3.8.,Rule Based Solver,1.6962197s,true
.1...4..5.3...7.89.859.............16....974.4.85......4..........27........35..8,Rule Based Solver,268.3389ms,true
..........7.12..3.9.....876..........58.13..2..39..7....4....2.2...3..8.6...97...,Rule Based Solver,334.6462ms,true
...3...76.8..9.....2....15..39.146....6....8...4.2........7...535.....6....45....,Rule Based Solver,227.0768ms,true
..84.9....7....85.........4..5..4.9.....5..131.......8......6......27.4.3.1.98.2.,Rule Based Solver,839.1715ms,true
.......1......1..8.92.5...3..........61..39....3.2.561..4..........17.8..8.4.6..7,Rule Based Solver,399.8914ms,true
8..6..95...4.........9.4..3.7.....8...8.....1..6..24......9.6.2.43..6...9....35..,Rule Based Solver,784.6609ms,true
..5.........7.1.5..19...26...2..9...1...4.9.......38.6.8..6.5....75...1....1....9,Rule Based Solver,2.8502679s,true
.........652.8.1...3.419...........6..1...2...457..3.1.....8....2........13..675.,Rule Based Solver,282.9117ms,true
..79.31.......6...5..72...9.......32.....75..4......1..465.....8..1....59.3....6.,Rule Based Solver,222.4033ms,true
..89.....365..8..1....1....8..741.6.....5.1.7.3........4.....9.9......23..2.....5,Rule Based Solver,257.7131ms,true
.........342.15..98.9.43..6...........84.........87134.........59.7......1....27.,Rule Based Solver,261.1291ms,true
........35..83.1.28...7....4.2.96.....542.....96...3....4...8...2...1........5.6.,Rule Based Solver,324.7284ms,true
.....7......3.9126.....24...5.........6.1...5.37...9.4.....5.7..9..4..18..2...3..,Rule Based Solver,223.906ms,true
.....3......2..6....6.7..85.......3......5.192..18.4.....5.....49.....5..27.14..8,Rule Based Solver,366.1709ms,true
4.6...........4....51.39...19...7..4.....27....3.45962.......2..4.......9..8..5..,Rule Based Solver,269.7353ms,true
..5....7...6..5...2...78.95........2..23.1....87.2...9.9...6..7..3....1.......8.3,Rule Based Solver,491.3975ms,true
........267.98.........157......8.....43.......62...39.........9...641..3..1.742.,Rule Based Solver,219.8194ms,true
....2.6....1.........65..9..9.7..13....594....8..3154.......48..45......2.6......,Rule Based Solver,220.3474ms,true
43............9..35.9...86.....2.3.....8.3...6...1...98..5.6.....1.4..9..7..31...,Rule Based Solver,268.015ms,true
.1.2....4..6..1.3.7...4..8.........327.5..89.3.1......5.....7.2.6..1........3...8,Rule Based Solver,1.5846584s,true
.1..9...28........5...3...6..3.4.7....4.7.......5.2..8....27.6...81.9..3.......19,Rule Based Solver,268.3568ms,true
..6....394............3.45..8...9..6..12.3..4749..12...2.9.......8..5......1.....,Rule Based Solver,2.6722556s,true
..8...2.4.2.....7...6..7.98..2.......8.96.....15..34...............8.5363.9....8.,Rule Based Solver,561.1765ms,true
.........6...5..4....84.29...8.....219.........5..89.1....36.....72..1...1....825,Rule Based Solver,226.2884ms,true
...........8..479.9...76.1......1.4.5.9.4....4..5.7...........2.3....86.6...29..1,Rule Based Solver,33.3791759s,true
...6.........19.....9.83.1...8..6.7...6...4....32.78..........62......894...9..52,Rule Based Solver,259.4415ms,true
....3........9..85.1........4.1..7.2..1.2.8.63..6.4....29...1......7......34..27.,Rule Based Solver,246.1111ms,true
...2...8.684.......5....97...1.7.5...6...2......9....41........2.574..13...8....5,Rule Based Solver,1.4344637s,true
.2....5.......912...68.......7....4.....87....1.5.6.8..32...756....324..1........,Rule Based Solver,599.4315ms,true
3..98..2.4.6.....3.....4..........1......297..3259........651...6......4..5.7..3.,Rule Based Solver,296.5442ms,true
..6..........43...5....8127.5..1...38......7..7.3.5..9..........21..9.8.4..2..6..,Rule Based Solver,3.5101019s,true
.4..71........6...9..2..8....86.3.....4.......72.9...42.53..6.7........2....5.43.,Rule Based Solver,223.8837ms,true
9....645..5.......3..8....6..9.....8.......7.5.4.7..61..2.9........4....7.32.1..9,Rule Based Solver,15.4224925s,true
.....4.3.2..5.7..69.6....58.....84..5.1.........36...5....4.2....87......27...3..,Rule Based Solver,231.2847ms,true
51..3.6..3.......1.6.4...7....21.....3......8..29...5.....4....4.5..2...82....94.,Rule Based Solver,10.8073506s,true
....5.....9....8....5.43..9....2.....89...6.3..46...5......1.....15.24....68...71,Rule Based Solver,626.7177ms,true
2.31..........2..9....85.4.65.3........2..9....97....6.........7.6..4.18318......,Rule Based Solver,262.8561ms,true
..........59..241..42..63.9........58..431....3..6..7..........4....9.8....71...3,Rule Based Solver,259.3823ms,true
....1.3..87.9.........2.7.8...8.4.6.5.6..2..4....6.2.34.2.............85......9.7,Rule Based Solver,2.5285266s,true
..3......2.......6..6.7.5.......9...16....7..9.7.8.6.3..2.....9.8...3...394..6..5,Rule Based Solver,525.078ms,true
.3..7......7.....256.9..1.7.9..8............8.....5..1.4....5..3.1.9....9...2473.,Rule Based Solver,223.9829ms,true
...769...........9.7...4.........538...345...1......7.8.1..6..2..943..8..43......,Rule Based Solver,258.9083ms,true
.........9.4..1...78..94.........1.2.93...6...2.....84.46..9.38...31....2.8......,Rule Based Solver,224.7117ms,true
......6....3...1...1953...46.19..2...2......9..4..7.1.....738.2.4.....5.........3,Rule Based Solver,227.0789ms,true
.46..3.8.23.....16...1.....4783..5......8.2.......7......7..93...9.42....8.......,Rule Based Solver,269.4185ms,true
............2..4.54.7.9.6.1....4..3..3....1...413..96...3.....8...48.......5.67..,Rule Based Solver,226.2839ms,true
4...9.........7..923.8......1.....8385..6.2.....5...4...........759...2..2.473...,Rule Based Solver,730.4147ms,true
2..5...678.....5.9..3..........2.......78.....2..9.6.1.3.4.....7.1.....3.6..3.7.8,Rule Based Solver,18.0114707s,true
8....3..7.......295.1.2...4.........7.3.....1.1..3.2...857.....1.....648...6..5..,Rule Based Solver,224.2218ms,true
.....7...1.....48....84.............81..3...93...96..5....8..5..2.4...3.6.352...1,Rule Based Solver,223.6549ms,true
.7....3......53......8...6.3..1.....8.6.47.....2.9...7..35....4....84.2.25....1..,Rule Based Solver,1.8269975s,true
..81.9..2....4.9......62...7.2......3.5....78..1.......3........6.8.4..98...2..67,Rule Based Solver,575.3227ms,true
..3......12...8.....594.2....9.81....7.....28.......5...1.....575.1..4.9.3....6..,Rule Based Solver,219.6007ms,true
....64.929....1..47..2......8..4.......5.....527....41..1...73...9.........937...,Rule Based Solver,219.0841ms,true
..........369.....9..5.87.3...26......3..74..8......9..62.4...8.8..7.2..4.......1,Rule Based Solver,376.4869ms,true
39.....5.6..8....34...9..7.....7.1...2....63..8....79..3...........1682...6..7...,Rule Based Solver,253.3885ms,true
..5..9.1..97.2.....1...6..45...........74...6.3...8.7...2.........8.32...6.4...31,Rule Based Solver,3.3294124s,true
........2.........84...15.61....5....3.7..2.4..4.....3..78.3...9.1..4.2.3..6...9.,Rule Based Solver,225.2927ms,true
........3..465..9.8...92.7...6..1.4.........72....89.......4.5..7.2.6..8.....5..6,Rule Based Solver,275.9886ms,true
....9....7.92......5.3...7.5...4..6...35...2...1.7.3...9....53........8.48....7.9,Rule Based Solver,220.1158ms,true
....4.....6...894...9..1......2......2..8..73..85....16...2...953......6....752..,Rule Based Solver,580.738ms,true
.8...9.5.2..8.3...1......7......41....13674.24.6..............13..2..9...97......,Rule Based Solver,1.7135161s,true
..65.4.1.8....37.......2..8.85....64......2..7.34........2.........7..8316......2,Rule Based Solver,222.8513ms,true
..6....5.1.....692..32..........1...3.........613...84.....68....4875........43.9,Rule Based Solver,385.6584ms,true
..2.....1.....5.6....726.....19.4...3.......52.....43...6..9..2...6..7.89.7....1.,Rule Based Solver,688.857ms,true
9.5......2.1.....3.7..5.....89....1.1...6.4.....3.56.......1......598...7.62...9.,Rule Based Solver,219.5544ms,true
9.........16.2.5..37...16.4...2.3....8..7....6........4......1....91..8..6.8..3.5,Rule Based Solver,520.5179ms,true
....6......54.1....7.28.....9....7....2..38.....5...63.1...64..9.......8..8.1.2.7,Rule Based Solver,2.7219874s,true
.4..12.5....3....6..8..7..9......1.3317......4....9.8..7..........8......9.62.8.5,Rule Based Solver,434.5096ms,true
..5....8.......931.9..4......7.........5.4..895.....2..4..25....2...61...3.8.9..4,Rule Based Solver,426.0122ms,true
...........89.13...21.67..............7.1..242..3....9.1...9....5....2.77..6.8..3,Rule Based Solver,338.4731ms,true
.......1...6..39.4.4....72.....3.5..85....6..3...1............272.6...9..8..471..,Rule Based Solver,246.2898ms,true
........3.7...2...13...9..6.......7.61.32...5.93..4..8.6..5.........85.9...47....,Rule Based Solver,295.2138ms,true
..7.2....9.465.......4.3...3......917..9.6.3.........5..5...8...2..8...7..8..1.5.,Rule Based Solver,1.0664433s,true
.8.7.6...467..9..........4...4.97...7.1....84.9.....2......2....29.7.......35...6,Rule Based Solver,264.1048ms,true
.....2....2..8..4......1.5......6.1.7.3.4..6.1...7.9.38..7....94.......65...9.4..,Rule Based Solver,223.0958ms,true
.9..85.3...5.3.......7...9.5.1.9..6.......8....32.8....1..6...96..4.....7..8....1,Rule Based Solver,988.0905ms,true
..3...1......9..5...65...4.....6...7.48.5...6.1248....8............4....12.6.3..4,Rule Based Solver,223.5673ms,true
...6..5.17.3..5......8.9..6....2....5.2......97.3.6.......5.7..1......4...8.7..63,Rule Based Solver,249.8092ms,true
..........65.138..21....54.....86....57.....46.......3........9....3.7..9..87.3.2,Rule Based Solver,229.155ms,true
......5.9.56.9..7..7.6...3.........27.94....33...2...88..........3..8...4..359...,Rule Based Solver,256.5268ms,true
........6....7.1..6.7...594.....9.2..8.7...69.4..5......5..83.71.........6.4.5...,Rule Based Solver,222.1401ms,true
..3..9.172......54....3........4...88.....1...1.9..765...7.........5..3.15...39..,Rule Based Solver,223.207ms,true
.1...3.7...8....243...975....5..12....493.6......2....2.........8.6......7..52...,Rule Based Solver,221.5753ms,true
8.....1..5..67.3...67.....93..7......91..62.......4.......1...8...2....7..8.4.92.,Rule Based Solver,278.8184ms,true
51..3.4..9.7............89...4........6293.......74.182.....1......5...4.35..8...,Rule Based Solver,1.0627303s,true
..1.9........53...35.67.2.....4.5.....59....79...6...2.....23.1..9.4.....7.3.....,Rule Based Solver,540.6133ms,true
..72.3.9.2.....7.....1.....4.5............369...78..41..23....556...9.3.....6....,Rule Based Solver,5.3390201s,true
....7..2......8.31..........91.8......6......5..93.78..1.....9...7..681..257....4,Rule Based Solver,222.0833ms,true
..4..59.2.......8....3......38.9...45..1....7..7..4......6.1.....5..7..37..48...6,Rule Based Solver,8.4460904s,true
.....9......2..7..875...........4..17......24.84.5...3....1.....1.....3.569.3.1.8,Rule Based Solver,268.7516ms,true
4.....8..9.7.........7.8.1.7.......1......9.5.1.56..2.....3.2...6...9.7.3..2...59,Rule Based Solver,282.1127ms,true
.......5...2148.....6..9.42.....6....5....6.7...98..1.........4.93......6...91.85,Rule Based Solver,2.5066057s,true
.9.......6...2....2.8.....6.4..57.9.....384..3...425.......3..2.14...9.8.......7.,Rule Based Solver,1.668434s,true
..4..1...6.....95.....9.421..............58...49.....7..89......6.4..1.9.3.2.6..8,Rule Based Solver,632.2341ms,true
...1....35....9.....9...4...2..9..34.5......1..3..17..3.7.4..5..9..8......65...8.,Rule Based Solver,1.1582227s,true
6...1...........47.5..6..3.9..7.....735....6.....2..5.397.8...5.....94......52...,Rule Based Solver,448.0605ms,true
.....9.5........7..7.2.1..4........8.8..7....2...1...58.9.3......7.86.41..4....96,Rule Based Solver,219.7004ms,true
.........1....5...46.9..8.7.......46.8..32..5.45..93.1....8.....37..6......2..7..,Rule Based Solver,3.1141054s,true
....7.........1..8....2697..74.......36..5.4...8.1.3..........756....4....39.2.5.,Rule Based Solver,36.878895s,true
.4......55.......9.....6.....54...8.6.7..3....2.8.1.9..5.3..8.13...4..6.....25...,Rule Based Solver,233.3045ms,true
..51..........92...3..6.....81...52.........667..3..4.9.4.716...176...........3..,Rule Based Solver,1.314971s,true
.5....2...6.4.5.....2769.1...3.......8......3475...1..8.......7.2.8..4.....6.1.3.,Rule Based Solver,291.319ms,true
.32.6.9..4.1.....55....3.64......4...83..4.....9.1..7....7....225..9....9.......6,Rule Based Solver,313.7795ms,true
58....2..3...6.....46...9.....5....4...94..6.9..7....8.9.45..3..6..9..8.4...3....,Rule Based Solver,321.3727ms,true
.7........3.1.5......2.6.57..6..4.1.....5.8..4..72..3...........819.7...7..4..1.5,Rule Based Solver,912.4938ms,true
.9....6...1...8.35.48..5.....5..........32..4.82..49...............5..911.6.7..58,Rule Based Solver,241.4908ms,true
......9....6.4.....49...87....2...61...9.8.52.5..71....148.....9......2.5....6.4.,Rule Based Solver,372.4901ms,true
........4.......37..973...18.........2..16.....6.4.523.....1....64..8...9.362..7.,Rule Based Solver,682.2797ms,true
.......3.9..81.5.45..3.7.81...........2..3..5..158.4.7.9...........5...62.36.....,Rule Based Solver,5.9139547s,true
..17..856.6....9....35.8....7.....6..1983......69...4....6..7.......4.25.2.......,Rule Based Solver,232.7974ms,true
.8.....7..1.93....42...........6.5.4....1.....364..7185.....36....1..8...42....9.,Rule Based Solver,275.9447ms,true
.....17.......3..28...45.9...1....6...73....5.4..5...796........8...7..6.142....3,Rule Based Solver,261.8814ms,true
8.4..9.....5..1...3...4...5....182......5..17...6.2..9.962....1....8.6..15.......,Rule Based Solver,1.3190609s,true
..5....2.6.9.2..8.2.....1......38..........4.18...237.7...4..69.927..........34..,Rule Based Solver,1.7441594s,true
.....854...76....8..3..2....62..98........47..7.......94..5.2....8..765......1.8.,Rule Based Solver,1.0989704s,true
..4...53..61.........8....7.8...637......8..64.....91..75.1.....43....2....6.5..3,Rule Based Solver,377.4161ms,true
..7..2........39..36.7....2...8..4...9.3...5.4.....18984...5....1....693.2.......,Rule Based Solver,363.4761ms,true
...3..5.67.6...8......4...1..5..2.6.2....4.5....9.13...7..6......82...4..29..3...,Rule Based Solver,12.4913702s,true
.6.....9.9..8.13..4.37...6.........819...24....6..5.7.......5...1.6....3..215....,Rule Based Solver,688.9724ms,true
..6...2..8.73....4.5..4...3.....8.4......1.62.8...35.9..5..6....4.7.......35....8,Rule Based Solver,439.4214ms,true
..........6.3.5...3...279..........2.742...8......976...........897..65..27..64.1,Rule Based Solver,5.9367335s,true
..5......46..21......6..2....1.6.....9.3.5.4........5......2.37..3...42884..9...5,Rule Based Solver,264.7777ms,true
..8......46....9.....981..6...2...67..384...99..6.3....19.5..............3...25.4,Rule Based Solver,293.0463ms,true
.418......6....2..2.89.......2..6.3..5.......6.....9.27...4.61..9..2.3..8...37...,Rule Based Solver,286.476ms,true
.....4..6...5..91..2136...4.48..2...............9.65..91.4..83..3......54.7......,Rule Based Solver,402.7309ms,true
..........1..7.9..9.5.8......6.9...2.52...8....3.521...3...1..6.....54935.8......,Rule Based Solver,890.8506ms,true
..7..4.5.9....7.6884.9.5..1........9.1.........21.3..7.38....7.....6....49....8..,Rule Based Solver,229.6653ms,true
..8.1..3.....78..2.5......6.2..817.3..1....6.64....2...3...5...8...3......2....91,Rule Based Solver,754.7074ms,true
.9...3.....5.....41.26.......81......3...81......697.5...73..4..1.....79.6..4...1,Rule Based Solver,340.8605ms,true
.4..82.3..5....1......37.6.8.2....1.5..316........8.....1.5....26.....433.4......,Rule Based Solver,261.8535ms,true
...........59.8...1..2.7..6...........3...492..973.8.5.....3...45......3.9.14.6.7,Rule Based Solver,232.8434ms,true
....19.2....5......942....69...4.8.7.2............63........6....7.942..5..683..9,Rule Based Solver,2.349226s,true
.724..1....8..23........4....7..6......8.1..2..1..964.2...7.....9......1....53.69,Rule Based Solver,271.9083ms,true
2.....3..4...3....6..527.1..8..796..1.6..........5..2........8......87.1.2.7.1.5.,Rule Based Solver,666.249ms,true
.934.6.....27.....1............9.2.7...3.2..47...1..63....5....61....9.....1.874.,Rule Based Solver,267.0101ms,true
....4.9.......3..55..98..7..........97...843.....3.7.66.3..2.4....4.....1.5...2.7,Rule Based Solver,224.7183ms,true
.....3.....5.67...1...54..6.........84....72..29.4..8......1..36.....9.893..2.1..,Rule Based Solver,259.497ms,true
7..........4.2.5..92..4.3...49..........5..8..5.28.6.1.....2.......18.7...3...865,Rule Based Solver,221.271ms,true
.5......8..9.....2....1.....769...2.8...35.46.3...6.......7.8.5.4.8..96...3.5....,Rule Based Solver,225.882ms,true
.......189.5..7..31...6.97...8...5.....4.....4.76...8...1....9....35164....2.....,Rule Based Solver,287.7473ms,true
......94186..9.37.........8.9...8...5...4....4..735....4....7....2..3.84...1....2,Rule Based Solver,667.4836ms,true
......1.4.....3.....195..62...6...7.9.5...21..72...8...8946..5...7.89............,Rule Based Solver,2.2544585s,true
...........461...7.2.8..61..79..........239..4...86..........7.8..1...6...6.348.9,Rule Based Solver,8.2068881s,true
..............795495.6....7....4....1.5....3.2...3.419..7...8...6...41..51..9....,Rule Based Solver,4.7500641s,true
781....69.......322...6.8.......87.5..2.79.1....4...........9.7..46.3.....8..4...,Rule Based Solver,1.0775627s,true
.5...6...........5..8...9...1.......5.6.2...7.741.836.....63.8..372..5....2..9...,Rule Based Solver,674.1391ms,true
.43........8...7....6...241.9.....248.....5..6.5.82.9.....7........6.9..4.19...6.,Rule Based Solver,256.683ms,true
...2.3.4..5.6...7...89...35...............569..61....7.....6....93...8...8.73..52,Rule Based Solver,278.4332ms,true
.6...8....3....9....91.67....8.....94....98...9..7...2.167.3....8..1.......48..2.,Rule Based Solver,238.4377ms,true
.........72..94..8..5....17....61.7.......1699...8......8..5..41..7....55...4.6..,Rule Based Solver,385.6493ms,true
.........3.51.9.4.1..2..........1.2..3..7....5..6.3..7..9...3.......25144..7.5..2,Rule Based Solver,19.2872034s,true
9...3..5.2..94.1....1..53.838.....2..94.7...........4..4.359..7...7.....1........,Rule Based Solver,231.9657ms,true
....8...1..93....6.....4..8.91........7.....2...576...9..6...45.4...7.8..83..26..,Rule Based Solver,767.0194ms,true
.........23..5..9....9.86.3.48.6........3.15......49...21.........19.7...85..6.1.,Rule Based Solver,324.0541ms,true
...4..3.59.......1.8...3..7..7.........3.8......72..83.7...2..8..9..57..12.97....,Rule Based Solver,996.6408ms,true
.4..5...........84.369...7.1...7.......5.......98.62..4......3......2.16.1.687..5,Rule Based Solver,10.3629165s,true
9......2.........3....34.153.26......6.4.......9.82.....82....6.7..9...113.86....,Rule Based Solver,1.9690329s,true
......6.4.62..38....1.2..5..1..8.......4...9..9....1.62..3.1....5....46...9..2.7.,Rule Based Solver,274.795ms,true
...4....8....163..24..5...6....9......15......69....81....2....3.....165..6.8..43,Rule Based Solver,14.3046987s,true
...........5.384..71.2.......9...8.....183..64.3..2..7.3...5.2.2..34...8.....1...,Rule Based Solver,515.0189ms,true
.6..5.....98.23.171.....2........859.....57..6.2....4......13..5397........8.....,Rule Based Solver,227.5094ms,true
...........1.26..7..4.596...7..12......87..9...2..5.7.2..........7..1..66....45.3,Rule Based Solver,1.5132906s,true
....9.....981...745.1.2.6....7....9....43..5....51...7.....2...9......8.8.5....21,Rule Based Solver,273.7734ms,true
.....8...6.57........96..52..1.....956......83.4.7.....5..1..2......3.96..8..6..5,Rule Based Solver,1.2632212s,true
.2.....3...4736.9....92.8.......9..5.72......31..4...74.3.9..7.5...........48....,Rule Based Solver,483.8941ms,true
.72..3..9..1......4.....7.......8...628...1....5...26.....2..1.2..94.8....48.7.9.,Rule Based Solver,28.0568655s,true
.3621.4.7..8.....11......6.....42...........5.257...13..4.........129....9..3...8,Rule Based Solver,961.5963ms,true
57....64....2.7.....8.....5...8.....4.5..9.8.......9.1.....4..2..739...6...7285..,Rule Based Solver,222.3506ms,true
..4.1.8.........47.3.58..1..1..3...8...9...63......95..8......92.5.68..4.....5...,Rule Based Solver,343.0402ms,true
............1.3..895..62..3..4.5.8...9.8.1....2....4.9..2..8.3..3...4.....5...2.7,Rule Based Solver,366.9641ms,true
....5.......4.869.1.4.2..7......3..1..8....6.241.....7....7...9...2.....67..942..,Rule Based Solver,483.7902ms,true
..5......63712.....41....73...9.........4.3.28......1.5..2....1.2...1435.......8.,Rule Based Solver,2.5740529s,true
3..6......4.8.........425....4....38....1....59...8.7..7.......9.5..3.8.86.7...54,Rule Based Solver,1.0024054s,true
..5..2.3....1...7..26...9.......7.9.9.8...14545..........6.8..7.4.2.....8....53..,Rule Based Solver,734.9855ms,true
..6...1..4....5...1..6.9..........9.6.89..5...7...4.2...5...6.721...7..8..95....1,Rule Based Solver,484.8567ms,true
.2.......9.1....4.3...8.9.5.1...3..9...87......4.2..8..72.4.......39.12.5.....4..,Rule Based Solver,1.1970254s,true
.....3.......2..4...5861..2..7....8.543..8...8..9..435......9..........1..63.5..4,Rule Based Solver,261.8384ms,true
.6....8.51..6.4.9.9.7..5.2.5...7.........92....8........1.8...6.5....982...7...4.,Rule Based Solver,6.1274252s,true
.5.....6...1..3...698..1....745...9......451.....92..3...139.4....4....8....6....,Rule Based Solver,230.1683ms,true
..9..427.4.......6...2.......7....6..1.8...3...2.4.1...5..1.8....8569....4...8..9,Rule Based Solver,26.7246844s,true
.48.....5.1...5.9.9.2...16......2..9...4..32......94.6....7......4.......61.5.8.7,Rule Based Solver,438.2479ms,true
.9.....4......6.9....37.2.1.......1.43......7.15.8...4.6.5.8......62.4....89..1..,Rule Based Solver,45.9999034s,true
.41..8.....59...6....614....1........27.49........7.13.7......29.......6...2.1.94,Rule Based Solver,330.8932ms,true
..31....8....3..16..2498..37......4...827....9..........93....2..6..1.8.31.......,Rule Based Solver,815.5157ms,true
